version	phase	path	sha256
20180510230049	main	db/migrate/20180510230049_migrate_web_push_subscriptions.rb	f04f6dff6650d7b99b81ba912515d6d4afec313db4779f637645f71e35d80cc4
20180514130000	main	db/migrate/20180514130000_improve_index_on_statuses_for_api_v1_accounts_account_id_statuses.rb	6a23c1ca5e43703ab52cd5aa2a39b165b60aa6d45dc3f631377f4e7c182fa1b1
20180514140000	main	db/migrate/20180514140000_revert_index_change_on_statuses_for_api_v1_accounts_account_id_statuses.rb	aa8fbb068a634d1f5f9d1b2b6c1684afa360a55528393344cd70f0305efdd32a
20180528141303	main	db/migrate/20180528141303_fix_accounts_unique_index.rb	e41ecf8e8fe5e2dec48b1638dfb70c1521a4af52e028ba2fc18939f0399818aa
20180608213548	main	db/migrate/20180608213548_reject_following_blocked_users.rb	f010b1adc215757f2d66ff6bd347f9dee029732125b17ec29dce2c5e1bc1088b
20180609104432	main	db/migrate/20180609104432_migrate_web_push_subscriptions2.rb	c7002993f2abeb0d40140d62b5f7ca7ae497739e9ed7602aff5083da3c9f748f
20180615122121	main	db/migrate/20180615122121_add_autofollow_to_invites.rb	1cbdc308124b69a97ebdbd2f73295408c20c6eba8564a1286f402a297482a608
20180616192031	main	db/migrate/20180616192031_add_chosen_languages_to_users.rb	beb5dc1aeec53c1fafa088c1b4f0174841160a4414437a4817d429f7b5f46898
20180617162849	main	db/migrate/20180617162849_remove_unused_indexes.rb	bfd558b4189ceeb360977423ebcfc56fab7afd83526b02f8200a4c5611af17a1
20180628181026	main	db/migrate/20180628181026_create_custom_filters.rb	347abd9ceb7735c83d9a879b9b7a0840ef03d88dcef020c933e28f360417c65e
20180707154237	main	db/migrate/20180707154237_add_whole_word_to_custom_filter.rb	b66adc38f545c5d8c1ecd6ba101980b26e762c23bc11f6c5802b8b70c56f03dd
20180711152640	main	db/migrate/20180711152640_create_relays.rb	d97d91f53579f5ef6360a11fdc186ff101e50341cda16f52f8d273fc191430ea
20180808175627	main	db/migrate/20180808175627_create_account_pins.rb	42d3f95e138c80c8f165a8d44b216eb0f338fc5b17877fefcec4fc46cfeac795
20180812123222	main	db/migrate/20180812123222_change_relays_enabled.rb	d891e8c286069a6bc79622cafb0a4860587643dac9dfa067bd657a85a6caef1d
20180812162710	main	db/migrate/20180812162710_create_status_stats.rb	51e32dd1e56f3018d2f5b6c49c703147b2b71cfbbd3c109262434996ed82a8e7
20180812173710	main	db/migrate/20180812173710_copy_status_stats.rb	290cd657652cc3e739cdcb9d76dfc185f450494198270c832e838eb589df8ef5
20180813113448	post	db/post_migrate/20180813113448_copy_status_stats_cleanup.rb	6e65d45c84ba21f4e6ba34debc316e5f22c20f5e147cb503421cc6d2b1dcbe3b
